Aa,Ad,Ba,Bd,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,length
  0  ,  0  ,  2  ,  2  ,31.25,39.58,22.92,6.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,31.25,33.33,14.58,8.33 ,12.50,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,15
  0  ,  0  ,  2  ,  3  ,25.00,50.00,18.75,6.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.25 ,37.50,18.75,25.00,12.50,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,10
  0  ,  0  ,  3  ,  0  ,19.93,34.10,25.96,20.02,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,28.52,42.96,14.26,11.43,2.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  0  ,  0  ,  3  ,  1  ,34.83,29.14,27.49,4.27 ,4.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.57,35.07,26.43,14.69,2.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25
  0  ,  0  ,  3  ,  2  ,37.50,37.50,25.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12.50,50.00,6.25 ,25.00,6.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9
  0  ,  0  ,  3  ,  3  ,48.68,31.58,14.47,5.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17.11,23.68,23.68,19.74,6.58 ,5.26 ,1.32 ,1.32 ,0.00 ,1.32 ,21
  0  ,  1  ,  0  ,  0  ,15.48,37.24,28.17,14.71,4.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,42.89,36.20,15.76,5.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21
  0  ,  1  ,  0  ,  1  ,24.54,41.51,12.27,12.27,9.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,48.74,29.58,19.16,2.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  0  ,  1  ,  0  ,  2  ,34.71,40.00,8.24 ,7.65 ,9.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,37.06,33.53,29.41,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  0  ,  1  ,  0  ,  3  ,34.39,46.06,6.36 ,5.91 ,7.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,39.24,35.00,25.76,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22
  0  ,  1  ,  1  ,  0  ,18.18,22.73,50.00,4.55 ,4.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,31.82,36.36,22.73,9.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,11
  0  ,  1  ,  1  ,  1  ,35.71,25.00,25.00,14.29,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,46.43,25.00,25.00,3.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13
  0  ,  1  ,  1  ,  2  ,38.24,25.87,25.38,10.51,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,47.93,18.17,28.75,5.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,26
  0  ,  1  ,  1  ,  3  ,26.48,43.38,21.94,8.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.10,21.53,40.51,4.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18
  0  ,  1  ,  2  ,  0  ,19.44,28.61,41.39,8.06 ,2.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,36.39,37.22,18.61,7.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  0  ,  1  ,  2  ,  1  ,35.15,34.80,19.12,10.92,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,51.19,23.04,23.04,2.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  0  ,  1  ,  2  ,  2  ,33.33,46.67,13.33,6.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,40.00,33.33,20.00,6.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,11
  0  ,  1  ,  2  ,  3  ,19.38,53.75,19.22,7.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.91 ,42.19,30.47,15.63,7.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16
  0  ,  1  ,  3  ,  0  ,19.44,28.61,41.39,8.06 ,2.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,36.39,37.22,18.61,7.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  0  ,  1  ,  3  ,  1  ,33.75,38.75,22.50,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,26.25,35.00,18.13,17.50,3.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18
  0  ,  1  ,  3  ,  2  ,30.00,40.00,20.00,10.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,40.00,20.00,30.00,10.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9
  0  ,  1  ,  3  ,  3  ,48.89,31.11,8.89 ,6.67 ,4.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17.78,28.89,24.44,26.67,2.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  0  ,  2  ,  0  ,  0  ,18.77,49.76,21.32,8.15 ,2.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,50.16,23.12,23.65,3.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  0  ,  2  ,  0  ,  1  ,27.19,42.54,11.49,10.35,8.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,55.18,11.49,30.26,3.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  0  ,  2  ,  0  ,  2  ,53.50,27.00,17.00,2.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,36.83,35.50,27.67,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  0  ,  2  ,  0  ,  3  ,46.67,30.18,23.16,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,50.18,24.21,20.35,5.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  0  ,  2  ,  1  ,  0  ,15.08,41.55,33.05,7.94 ,2.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,44.27,27.95,20.24,7.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21
  0  ,  2  ,  1  ,  1  ,25.55,37.25,23.25,11.62,2.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,44.18,32.58,20.92,2.32 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  0  ,  2  ,  1  ,  2  ,16.52,48.70,30.72,2.03 ,2.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,38.26,38.84,20.00,2.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,23
  0  ,  2  ,  1  ,  3  ,25.56,42.22,28.89,3.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,27.78,38.89,27.78,5.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18
  0  ,  2  ,  2  ,  0  ,11.11,37.44,33.15,18.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,32.31,57.24,7.19 ,3.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  0  ,  2  ,  2  ,  1  ,20.00,48.42,21.40,7.72 ,2.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25.26,52.28,18.95,3.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  0  ,  2  ,  2  ,  2  ,33.33,40.00,26.67,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20.00,46.67,26.67,6.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,10
  0  ,  2  ,  2  ,  3  ,33.02,40.95,23.17,2.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,14.29,46.03,31.75,7.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21
  0  ,  2  ,  3  ,  0  ,15.44,37.83,31.17,15.56,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.46,51.65,12.11,2.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  0  ,  2  ,  3  ,  1  ,22.98,47.37,20.00,7.19 ,2.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,40.00,29.82,25.44,4.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  0  ,  2  ,  3  ,  2  ,32.88,40.00,23.03,4.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,30.91,32.12,29.85,7.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22
  0  ,  2  ,  3  ,  3  ,60.00,32.00,4.00 ,4.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,28.00,36.00,20.00,8.00 ,4.00 ,0.00 ,4.00 ,0.00 ,0.00 ,0.00 ,12
  0  ,  3  ,  0  ,  0  ,6.14 ,50.81,22.37,18.67,2.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,48.06,33.65,15.23,3.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  0  ,  3  ,  0  ,  1  ,33.33,27.78,14.44,15.56,8.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,52.22,25.56,22.22,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18
  0  ,  3  ,  0  ,  2  ,45.00,21.25,27.50,6.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,51.25,28.75,20.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16
  0  ,  3  ,  0  ,  3  ,49.26,26.30,18.89,5.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,52.96,25.56,21.48,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18
  0  ,  3  ,  1  ,  0  ,14.29,26.87,39.80,16.67,2.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,39.12,44.22,11.90,4.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21
  0  ,  3  ,  1  ,  1  ,29.62,31.04,19.38,18.02,1.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,40.98,35.49,21.60,1.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,24
  0  ,  3  ,  1  ,  2  ,22.33,41.00,22.00,12.33,2.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,49.00,31.33,19.67,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  0  ,  3  ,  1  ,  3  ,47.06,17.65,17.65,17.65,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,41.18,35.29,17.65,5.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  0  ,  3  ,  2  ,  0  ,14.58,42.56,17.86,25.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,46.13,49.70,4.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16
  0  ,  3  ,  2  ,  1  ,23.20,40.80,20.27,13.87,1.87 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,31.20,47.73,18.40,2.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25
  0  ,  3  ,  2  ,  2  ,33.33,37.50,16.67,12.50,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,31.25,35.42,29.17,4.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16
  0  ,  3  ,  2  ,  3  ,32.63,37.89,15.79,13.68,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.05,30.53,43.16,5.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  0  ,  3  ,  3  ,  0  ,14.07,50.05,19.21,16.67,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,42.12,47.51,10.37,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18
  0  ,  3  ,  3  ,  1  ,32.61,36.52,18.26,12.61,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.91,26.96,35.22,3.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,23
  0  ,  3  ,  3  ,  2  ,32.50,42.00,16.00,9.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,34.00,21.00,40.50,4.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  0  ,  3  ,  3  ,  3  ,55.00,34.00,8.00 ,3.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.00,32.00,35.00,6.00 ,3.00 ,0.00 ,3.00 ,0.00 ,0.00 ,0.00 ,16
  1  ,  0  ,  0  ,  0  ,19.23,23.08,26.92,19.23,7.69 ,3.85 ,0.00 ,0.00 ,0.00 ,0.00 ,42.31,30.77,19.23,3.85 ,3.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,14
  1  ,  0  ,  0  ,  1  ,18.18,31.82,27.27,13.64,9.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,31.82,36.36,18.18,9.09 ,4.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,14
  1  ,  0  ,  0  ,  2  ,23.04,41.25,20.99,9.64 ,5.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25.53,37.22,26.75,5.09 ,2.55 ,0.00 ,2.86 ,0.00 ,0.00 ,0.00 ,25
  1  ,  0  ,  0  ,  3  ,28.71,59.94,8.40 ,2.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,25.07,42.44,28.29,0.00 ,0.00 ,0.00 ,4.20 ,0.00 ,0.00 ,0.00 ,17
  1  ,  0  ,  1  ,  0  ,14.69,43.08,23.93,16.28,0.00 ,0.00 ,2.02 ,0.00 ,0.00 ,0.00 ,35.74,42.66,11.81,7.34 ,2.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22
  1  ,  0  ,  1  ,  1  ,31.58,31.58,23.68,7.89 ,5.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,36.84,39.47,13.16,10.53,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,15
  1  ,  0  ,  1  ,  2  ,29.84,31.56,25.77,10.20,2.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,31.93,31.70,25.81,8.18 ,0.00 ,0.00 ,2.38 ,0.00 ,0.00 ,0.00 ,30
  1  ,  0  ,  1  ,  3  ,42.37,30.32,15.65,11.67,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.73,33.35,22.65,7.12 ,3.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22
  1  ,  0  ,  2  ,  0  ,11.53,29.31,38.19,14.38,4.38 ,0.00 ,2.22 ,0.00 ,0.00 ,0.00 ,40.83,42.64,9.38 ,7.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  1  ,  0  ,  2  ,  1  ,29.49,29.49,24.10,9.36 ,7.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,41.03,34.87,12.95,11.15,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22
  1  ,  0  ,  2  ,  2  ,35.90,20.51,33.33,7.69 ,2.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.33,38.46,15.38,7.69 ,2.56 ,0.00 ,2.56 ,0.00 ,0.00 ,0.00 ,16
  1  ,  0  ,  2  ,  3  ,46.15,38.46,7.69 ,7.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,38.46,38.46,7.69 ,7.69 ,7.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9
  1  ,  0  ,  3  ,  0  ,11.53,29.31,38.19,14.38,4.38 ,0.00 ,2.22 ,0.00 ,0.00 ,0.00 ,40.83,42.64,9.38 ,7.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  1  ,  0  ,  3  ,  1  ,30.71,41.57,24.10,0.00 ,3.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17.48,44.57,10.55,20.48,6.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  1  ,  0  ,  3  ,  2  ,30.71,41.57,24.10,0.00 ,3.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17.48,44.57,10.55,20.48,6.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  1  ,  0  ,  3  ,  3  ,28.81,44.07,13.56,11.86,1.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,11.86,44.07,27.12,11.86,5.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18
  1  ,  1  ,  0  ,  0  ,26.67,31.11,26.67,6.67 ,6.67 ,2.22 ,0.00 ,0.00 ,0.00 ,0.00 ,35.56,40.00,15.56,4.44 ,4.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16
  1  ,  1  ,  0  ,  1  ,21.43,39.29,17.86,7.14 ,10.71,3.57 ,0.00 ,0.00 ,0.00 ,0.00 ,42.86,39.29,14.29,3.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,15
  1  ,  1  ,  0  ,  2  ,40.00,26.67,26.67,6.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.33,46.67,13.33,6.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,10
  1  ,  1  ,  0  ,  3  ,35.42,43.75,16.67,4.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,41.67,41.67,12.50,4.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16
  1  ,  1  ,  1  ,  0  ,13.16,28.95,36.84,10.53,2.63 ,7.89 ,0.00 ,0.00 ,0.00 ,0.00 ,31.58,42.11,13.16,10.53,2.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13
  1  ,  1  ,  1  ,  1  ,11.90,45.24,38.10,4.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,26.19,40.48,23.81,7.14 ,2.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12
  1  ,  1  ,  1  ,  2  ,17.39,37.68,33.33,7.25 ,4.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,36.23,37.68,23.19,2.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,23
  1  ,  1  ,  1  ,  3  ,17.73,46.36,25.45,2.95 ,7.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,35.91,34.32,23.86,5.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22
  1  ,  1  ,  2  ,  0  ,31.37,30.39,14.71,9.56 ,13.97,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,58.33,27.45,9.07 ,5.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  1  ,  1  ,  2  ,  1  ,20.44,34.33,29.56,7.34 ,8.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,38.29,39.48,15.87,4.76 ,1.59 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,18
  1  ,  1  ,  2  ,  2  ,21.67,36.67,26.67,6.67 ,8.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,35.00,33.33,15.00,8.33 ,3.33 ,3.33 ,0.00 ,1.67 ,0.00 ,0.00 ,21
  1  ,  1  ,  2  ,  3  ,30.00,40.00,20.00,5.00 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,30.00,35.00,25.00,10.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13
  1  ,  1  ,  3  ,  0  ,31.37,30.39,14.71,9.56 ,13.97,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,58.33,27.45,9.07 ,5.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,17
  1  ,  1  ,  3  ,  1  ,24.29,42.86,22.86,7.14 ,2.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,37.14,25.71,27.14,7.14 ,2.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21
  1  ,  1  ,  3  ,  2  ,20.00,45.00,25.00,5.00 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,35.00,30.00,25.00,5.00 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12
  1  ,  1  ,  3  ,  3  ,31.58,37.89,22.11,7.37 ,1.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.05,35.79,22.11,15.79,3.16 ,1.05 ,1.05 ,0.00 ,0.00 ,0.00 ,20
  1  ,  2  ,  0  ,  0  ,23.94,33.12,24.92,13.28,3.56 ,1.19 ,0.00 ,0.00 ,0.00 ,0.00 ,44.24,34.94,14.13,4.31 ,2.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,30
  1  ,  2  ,  0  ,  1  ,26.73,38.22,16.56,8.28 ,7.65 ,2.55 ,0.00 ,0.00 ,0.00 ,0.00 ,51.56,28.06,17.82,2.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21
  1  ,  2  ,  0  ,  2  ,35.00,35.83,18.61,5.56 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,41.67,36.94,13.61,7.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,24
  1  ,  2  ,  0  ,  3  ,40.00,33.33,18.33,8.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,40.00,38.33,18.33,3.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  1  ,  2  ,  1  ,  0  ,9.00 ,36.35,34.98,7.20 ,1.80 ,10.66,0.00 ,0.00 ,0.00 ,0.00 ,30.63,46.10,14.27,7.20 ,1.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  1  ,  2  ,  1  ,  1  ,18.18,41.86,28.45,9.48 ,2.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,38.26,37.81,16.48,6.21 ,1.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,23
  1  ,  2  ,  1  ,  2  ,26.79,25.00,34.82,7.14 ,6.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,53.27,22.32,20.83,3.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16
  1  ,  2  ,  1  ,  3  ,18.18,45.45,31.82,0.00 ,4.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,45.45,36.36,13.64,4.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22
  1  ,  2  ,  2  ,  0  ,11.25,34.17,19.58,19.58,7.50 ,7.92 ,0.00 ,0.00 ,0.00 ,0.00 ,27.50,61.67,10.83,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20
  1  ,  2  ,  2  ,  1  ,25.01,39.65,19.15,13.73,2.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.28,48.27,15.44,3.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19
  1  ,  2  ,  2  ,  2  ,33.33,45.83,20.83,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16.67,50.00,29.17,4.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16
